"Libellé";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes"
"idBank";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";""
"Mises à jour";"22/03/2024 12:00";"";"16/02/2024 12:00";"";"24/01/2024 12:00";"";"22/12/2023 12:00";"";"17/11/2023 12:00";"";"20/10/2023 12:00";"";"22/09/2023 12:00";"";"25/08/2023 12:00";"";"27/07/2023 12:00";"";"23/06/2023 12:00";"";"17/05/2023 12:00";"";"21/04/2023 12:00";"";"17/03/2023 12:00";"";"17/02/2023 12:00";""
"Période";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997-12";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A"
"1997-11";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A"
"1997-10";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A";"17.8";"A"
"1997-09";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A"
"1997-08";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A";"17.3";"A"
"1997-07";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A";"16.6";"A"
"1997-06";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A"
"1997-05";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A";"16.7";"A"
"1997-04";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A"
"1997-03";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A";"17.1";"A"
"1997-02";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A";"18.3";"A"
"1997-01";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A";"19.3";"A"
"1996-12";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A";"19.0";"A"
"1996-11";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A"
"1996-10";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A";"19.2";"A"
"1996-09";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A";"17.7";"A"
"1996-08";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A"
"1996-07";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A"
"1996-06";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A"
"1996-05";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A"
"1996-04";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A";"16.5";"A"
"1996-03";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A"
"1996-02";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A"
"1996-01";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A"
"1995-12";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A";"13.7";"A"
"1995-11";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A";"12.7";"A"
"1995-10";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A";"12.2";"A"
"1995-09";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A"
"1995-08";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A"
"1995-07";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A";"11.8";"A"
"1995-06";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A"
"1995-05";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A"
"1995-04";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A"
"1995-03";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A";"12.9";"A"
"1995-02";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A"
"1995-01";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A"
"1994-12";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A";"13.1";"A"
"1994-11";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A";"13.8";"A"
"1994-10";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A";"13.0";"A"
"1994-09";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A"
"1994-08";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A"
"1994-07";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A";"14.4";"A"
"1994-06";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A"
"1994-05";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A"
"1994-04";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A"
"1994-03";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A";"12.1";"A"
"1994-02";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A";"12.3";"A"
"1994-01";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A"
"1993-12";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A";"12.0";"A"
"1993-11";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A";"13.3";"A"
"1993-10";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A";"14.2";"A"
"1993-09";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A"
"1993-08";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A"
"1993-07";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A";"14.7";"A"
"1993-06";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A"
"1993-05";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A"
"1993-04";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A"
"1993-03";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A"
"1993-02";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A";"15.6";"A"
"1993-01";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A"
"1992-12";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A"
"1992-11";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A";"15.5";"A"
"1992-10";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A";"15.3";"A"
"1992-09";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A";"14.6";"A"
"1992-08";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A"
"1992-07";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A";"14.8";"A"
"1992-06";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A";"16.2";"A"
"1992-05";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A";"15.7";"A"
"1992-04";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A";"15.2";"A"
"1992-03";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A"
"1992-02";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A";"14.3";"A"
"1992-01";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A"
"1991-12";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A";"14.1";"A"
"1991-11";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A"
"1991-10";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A";"18.4";"A"
"1991-09";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A";"17.0";"A"
"1991-08";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A";"16.8";"A"
"1991-07";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A"
"1991-06";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A";"15.8";"A"
"1991-05";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A";"16.0";"A"
"1991-04";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A";"15.9";"A"
"1991-03";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A";"15.0";"A"
"1991-02";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A";"14.0";"A"
"1991-01";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A";"17.6";"A"
"1990-12";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A";"20.6";"A"
"1990-11";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A";"24.0";"A"
"1990-10";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A";"26.8";"A"
"1990-09";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A";"26.4";"A"
"1990-08";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A";"20.4";"A"
"1990-07";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A"
"1990-06";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A";"12.8";"A"
"1990-05";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A";"13.6";"A"
"1990-04";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A";"13.9";"A"
"1990-03";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A";"15.4";"A"
"1990-02";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A";"16.4";"A"
"1990-01";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A";"17.4";"A"
