"Libellé";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes";"Indice des prix à la consommation - Base 2015 - Glissement annuel - Ensemble des ménages - France - Ensemble";"Codes"
"idBank";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";"";"001761313";""
"Mises à jour";"15/03/2024 08:45";"";"29/02/2024 08:45";"";"16/02/2024 08:45";"";"31/01/2024 08:45";"";"12/01/2024 08:45";"";"04/01/2024 08:45";"";"15/12/2023 08:45";"";"30/11/2023 08:45";"";"15/11/2023 08:45";"";"31/10/2023 08:45";"";"13/10/2023 08:45";"";"29/09/2023 08:45";"";"15/09/2023 08:45";"";"31/08/2023 08:45";"";"11/08/2023 08:45";"";"28/07/2023 08:45";"";"13/07/2023 08:45";"";"30/06/2023 08:45";"";"15/06/2023 08:45";"";"31/05/2023 08:45";"";"12/05/2023 08:45";"";"28/04/2023 08:45";"";"14/04/2023 08:45";"";"31/03/2023 08:45";"";"15/03/2023 08:45";"";"28/02/2023 08:45";"";"17/02/2023 08:45";"";"31/01/2023 08:45";"";"13/01/2023 08:45";"";"13/01/2023 08:45";"";"13/01/2023 08:45";"";"04/01/2023 08:45";"";"15/12/2022 08:45";"";"30/11/2022 08:45";"";"15/11/2022 08:45";"";"28/10/2022 08:45";"";"14/10/2022 08:45";"";"30/09/2022 08:45";"";"15/09/2022 08:45";"";"31/08/2022 08:45";"";"12/08/2022 08:45";"";"29/07/2022 08:45";"";"13/07/2022 08:45";"";"30/06/2022 08:45";"";"15/06/2022 08:45";"";"31/05/2022 08:45";"";"13/05/2022 08:45";"";"29/04/2022 08:45";"";"15/04/2022 08:45";"";"31/03/2022 08:45";"";"15/03/2022 08:45";"";"25/02/2022 08:45";"";"18/02/2022 08:45";"";"01/02/2022 08:45";"";"14/01/2022 08:45";"";"04/01/2022 08:45";"";"15/12/2021 08:45";"";"30/11/2021 08:45";"";"16/11/2021 08:45";"";"29/10/2021 08:45";"";"15/10/2021 08:45";"";"30/09/2021 08:45";"";"15/09/2021 08:45";"";"31/08/2021 08:45";"";"13/08/2021 08:45";"";"30/07/2021 08:45";"";"13/07/2021 08:45";"";"30/06/2021 08:45";"";"15/06/2021 08:45";"";"28/05/2021 08:45";"";"12/05/2021 08:45";"";"30/04/2021 08:45";"";"15/04/2021 08:45";"";"31/03/2021 08:45";"";"16/03/2021 08:45";"";"26/02/2021 08:45";"";"19/02/2021 08:45";"";"02/02/2021 08:45";"";"15/01/2021 08:45";"";"06/01/2021 08:45";"";"15/12/2020 08:45";"";"27/11/2020 08:45";"";"13/11/2020 08:45";"";"30/10/2020 08:45";"";"15/10/2020 08:45";"";"30/09/2020 08:45";"";"15/09/2020 08:45";"";"28/08/2020 08:45";"";"14/08/2020 08:45";"";"31/07/2020 08:45";"";"16/07/2020 08:45";"";"16/07/2020 08:45";"";"30/06/2020 08:45";"";"12/06/2020 08:45";"";"29/05/2020 08:45";"";"15/05/2020 08:45";"";"30/04/2020 08:45";"";"15/04/2020 08:45";"";"31/03/2020 08:45";"";"13/03/2020 08:45";"";"28/02/2020 08:45";"";"20/02/2020 08:45";"";"31/01/2020 08:45";"";"15/01/2020 08:45";"";"03/01/2020 08:45";"";"12/12/2019 08:45";"";"29/11/2019 08:45";"";"14/11/2019 08:45";"";"31/10/2019 08:45";"";"15/10/2019 08:45";"";"27/09/2019 08:45";"";"12/09/2019 08:45";"";"30/08/2019 08:45";"";"14/08/2019 08:45";"";"31/07/2019 08:45";"";"11/07/2019 08:45";"";"28/06/2019 08:45";"";"14/06/2019 08:45";"";"29/05/2019 08:45";"";"15/05/2019 08:45";"";"30/04/2019 08:45";"";"11/04/2019 08:45";"";"29/03/2019 08:45";"";"14/03/2019 08:45";"";"28/02/2019 08:45";"";"21/02/2019 08:45";"";"31/01/2019 08:45";"";"15/01/2019 08:45";"";"04/01/2019 08:45";"";"13/12/2018 08:45";"";"30/11/2018 08:45";"";"14/11/2018 08:45";"";"31/10/2018 08:45";"";"11/10/2018 08:45";"";"28/09/2018 08:45";"";"13/09/2018 08:45";"";"31/08/2018 08:45";"";"31/08/2018 08:45";"";"14/08/2018 08:45";"";"31/07/2018 08:45";"";"12/07/2018 08:45";"";"29/06/2018 08:45";"";"14/06/2018 08:45";"";"31/05/2018 08:45";"";"15/05/2018 08:45";"";"27/04/2018 08:45";"";"12/04/2018 08:45";"";"30/03/2018 08:45";"";"15/03/2018 08:45";"";"28/02/2018 08:45";"";"22/02/2018 08:45";"";"31/01/2018 08:45";"";"12/01/2018 08:45";"";"05/01/2018 08:45";"";"14/12/2017 08:45";"";"30/11/2017 08:45";"";"15/11/2017 08:45";"";"31/10/2017 08:45";"";"12/10/2017 08:45";"";"29/09/2017 08:45";"";"14/09/2017 08:45";"";"31/08/2017 08:45";"";"11/08/2017 08:45";"";"28/07/2017 08:45";"";"13/07/2017 08:45";"";"30/06/2017 08:45";"";"15/06/2017 08:45";"";"31/05/2017 00:00";""
"Période";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024-02";"3.0";"A";"2.9";"P";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
