Header,2016,2017
Nombre total d'entreprises,5625.0,5528
Chiffre d'affaires hors taxes (en millions d'euros),4169.0,4723
Marge commerciale (en millions d'euros),836.0,903
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,10351.0,10689
Taux de marge commerciale,22.0,21
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,22.6,23.8
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,10.9,10.6
Taux d'Investissement : Investissements / Valeur Ajoutée ,9.4,8.6
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,185.8,198.8
Vente en gros,0.5,0.6
"Vente au détail, hors carburant",4.2,4.1
Fabrication,0.3,0.6
Services,0.9,1.2
Carburant,0.4,0.3
Réparation,93.8,93.2
Grande distribution et commerce organisé,0.5,0.8
Commerces indépendants,5.2,8
Détaillants (réseau propre ou non),4.7,10.3
Grossistes,4.7,2.1
Vente à des utilisateurs professionnels,3.0,2
Vente aux particuliers,80.2,74.3
Etranger,1.6,2.5
"Centrales d'achats, grossistes, France",27.8,25.4
"Producteurs, filiales de commercialisation, France",40.9,35.8
"Grossistes, centrales d'achats, producteurs, étranger",24.1,30.7
"Autres, France",7.3,8.1
Ensemble  ,100.0,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",17.0,18
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",35.0,35
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,20.0,26
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",5.0,4
Total de ces dépenses,77.0,82
"4540ZB1 - Vente au détail de motocycles, pièces détachées et accessoires pour motocycles",30.0,29
4540ZO4 - VPCT de motocycles et accessoires,29.0,28.7
"4540ZA1 - Vente en gros de motocycles, pièces détachées et accessoires pour motocycles",16.9,20.8
9999B.. - branche fictive du service commercial lié à la branche mixte 4540ZO3,7.6,6.9
4540ZO3 - Réparation et entretien de motocycles,7.1,N
Total de ces produits,90.5,85.4
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
