Header,2016,2017
Nombre total d'entreprises,7483.0,7384
Chiffre d'affaires hors taxes (en millions d'euros),2810.0,3126
Marge commerciale (en millions d'euros),727.0,717
Nombre de magasins,4015.0,4535
Surface totale de vente (en m²),331203.0,448485
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,9610.0,10711
Part des entreprises ayant au moins une marque propre,7.5,6.2
Part du chiffre d'affaires provenant des ventes par Internet,0.6,0.3
Taux de marge commerciale,27.7,26.6
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,28.8,23.8
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,20.6,16.9
Taux d'Investissement : Investissements / Valeur Ajoutée ,10.7,9
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,230.3,203.8
Vente en gros,2.0,3
"Vente au détail, hors carburant",91.5,83.2
Fabrication,1.0,0.8
Services,5.5,12.6
Carburant,0.0,0
Réparation,0.0,0.4
Grande distribution et commerce organisé,0.4,0
Commerces indépendants,0.6,1.6
Détaillants (réseau propre ou non),0.1,0
Grossistes,0.2,0.2
Vente à des utilisateurs professionnels,13.6,14.1
Vente aux particuliers,84.7,83.6
Etranger,0.4,0.4
Moins de 20 m²,17.4,10.5
De 20 m² à 60 m²,39.1,39
De 60 m² à 120 m²,31.6,27.5
De 120 m² à 400 m²,10.6,21.1
De 400 m² à 2500 m²,1.2,1.9
De 2500 m² à 5000 m²,0.0,0
5000 m² ou plus,0.0,0
"Centrales d'achats, grossistes, France",37.4,39.4
"Producteurs, filiales de commercialisation, France",25.0,24.3
"Grossistes, centrales d'achats, producteurs, étranger",34.2,32.8
"Autres, France",3.5,3.5
Ensemble  ,100.0,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",7.0,7
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",17.0,16
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,9.0,11
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",4.0,15
Total de ces dépenses,36.0,49
"4741ZO1 - Ordinateurs, unités périphériques et logiciels (yc. consoles et jeux vidéo)",52.0,51.9
"4741ZA1 - Micro-informatique (yc. logiciels, CDRom, etc.)",11.8,10.8
"4743ZO1 - Produits bruns (téléviseurs, radios, chaînes hi-fi, etc.) [Sous familles IFLS : 720.05 à 720.25]",7.6,7.5
"4742ZO1 - Matériels de télécommunication (téléphones, téléphones portables, répondeurs, fax, etc.)",5.4,N
Total de ces produits,76.8,70.2
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
