Header,2016,2017
Nombre total d'entreprises,15406.0,15223
Chiffre d'affaires hors taxes (en millions d'euros),115926.0,123061
Marge commerciale (en millions d'euros),28414.0,30784
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,178419.0,169530
Part des entreprises ayant au moins une marque propre,16.7,17.5
Taux de marge commerciale,26.0,26.5
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,25.1,27.5
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,8.2,8.4
Taux d'Investissement : Investissements / Valeur Ajoutée ,6.4,7.3
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,211.3,212.6
Vente en gros,88.8,89.5
"Vente au détail, hors carburant",3.8,3.5
Fabrication,3.5,3
Services,1.9,2
Carburant,1.9,1.9
Réparation,0.1,0.1
Grande distribution et commerce organisé,29.5,29.9
Commerces indépendants,3.9,4
Détaillants (réseau propre ou non),5.2,5.3
Grossistes,5.7,4.9
Vente à des utilisateurs professionnels,42.2,42
Vente aux particuliers,7.0,6.4
Etranger,6.5,7.5
"Centrales d'achats, grossistes, France",17.8,18.7
"Producteurs, filiales de commercialisation, France",43.4,43.5
"Grossistes, centrales d'achats, producteurs, étranger",33.9,35.2
"Autres, France",4.9,2.6
Ensemble  ,100.0,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",437.0,437
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",354.0,308
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,1697.0,1568
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",109.0,156
Total de ces dépenses,2598.0,2469
"4671ZO1 - Combustibles, carburants, lubrifiants",12.5,34.3
4673AQ1 - Matériaux de construction,8.5,8.2
4671ZD1 - Carburants et lubrifiants,20.2,N
Total de ces produits,41.3,42.5
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
