Header,2016,2017
Nombre total d'entreprises,32563.0,32690.0
Chiffre d'affaires hors taxes (en millions d'euros),231400.0,241353.0
Marge commerciale (en millions d'euros),47587.0,48123.0
Nombre de magasins,38614.0,43786.0
Surface totale de vente (en m²),28465753.0,33773742.0
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,643650.0,649967.0
Part des entreprises ayant au moins une marque propre,22.0,21.4
Part du chiffre d'affaires provenant des ventes par Internet,2.5,3.0
Taux de marge commerciale,21.3,20.7
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,22.3,21.2
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,9.2,8.1
Taux d'Investissement : Investissements / Valeur Ajoutée ,17.3,16.6
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,107.4,119.9
Vente en gros,4.8,4.8
"Vente au détail, hors carburant",83.6,83.1
Fabrication,0.1,0.1
Services,2.1,1.9
Carburant,9.4,9.9
Réparation,0.1,0.1
Moins de 20 m²,5.2,8.2
De 20 m² à 60 m²,21.8,20.3
De 60 m² à 120 m²,20.5,12.6
De 120 m² à 400 m²,21.4,25.6
De 400 m² à 2500 m²,24.4,26.1
De 2500 m² à 5000 m²,3.9,4.3
5000 m² ou plus,2.8,2.9
"Centrales d'achats, grossistes, France",68.0,70.3
"Producteurs, filiales de commercialisation, France",23.0,22.6
"Grossistes, centrales d'achats, producteurs, étranger",4.0,3.2
"Autres, France",5.0,3.9
Ensemble  ,100.0,100.0
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",1803.0,1623.0
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",2308.0,2306.0
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,1266.0,1381.0
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",575.0,882.0
Total de ces dépenses,5952.0,6192.0
4711F00 - Hypermarchés,21.6,20.6
4711D00 - Supermarchés,16.6,16.4
4730ZO9 - Carburants et lubrifiants (SAI),6.0,6.3
Total de ces produits,44.1,43.4
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
