Header,2016,2017
Nombre total d'entreprises,3163,3094
Chiffre d'affaires hors taxes (en millions d'euros),7777,8430
Marge commerciale (en millions d'euros),1645,1766
Nombre de magasins,2715,2796
Surface totale de vente (en m²),234949,220855
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,12802,13528
Part des entreprises ayant au moins une marque propre,N,N
Part du chiffre d'affaires provenant des ventes par Internet,N,N
Taux de marge commerciale,21.6,21.5
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,24.1,25.7
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,14.9,15.3
Taux d'Investissement : Investissements / Valeur Ajoutée ,5.6,5.6
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,188.7,206
Vente en gros,0.2,0.2
"Vente au détail, hors carburant",7.8,6.6
Fabrication,0.1,0
Services,1.3,1.7
Carburant,88.9,89.1
Réparation,1.6,2.4
Moins de 20 m²,14.3,17.7
De 20 m² à 60 m²,48.4,44.7
De 60 m² à 120 m²,21.7,23.5
De 120 m² à 400 m²,14.6,13.7
De 400 m² à 2500 m²,0.9,0.4
De 2500 m² à 5000 m²,0.1,0
5000 m² ou plus,0,0
"Centrales d'achats, grossistes, France",47,50.3
"Producteurs, filiales de commercialisation, France",47.2,42.3
"Grossistes, centrales d'achats, producteurs, étranger",2.9,4.2
"Autres, France",2.9,3.2
Ensemble  ,100,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",56,62
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",7,6
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,16,16
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",46,33
Total de ces dépenses,125,116
4730ZO9 - Carburants et lubrifiants (SAI),58.7,58.1
4730ZA9 - Carburants et lubrifiants,19,24.5
Total de ces produits,77.6,82.6
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
