Header,2016,2017
Nombre total d'entreprises,7909.0,8047
Chiffre d'affaires hors taxes (en millions d'euros),12792.0,13063
Marge commerciale (en millions d'euros),3454.0,3402
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,37087.0,35209
Taux de marge commerciale,28.3,27.3
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,21.8,19.5
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,13.2,10.8
Taux d'Investissement : Investissements / Valeur Ajoutée ,8.4,7.3
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,208.8,182.1
Vente en gros,0.6,0.6
"Vente au détail, hors carburant",0.2,0.4
Fabrication,0.2,0.6
Services,1.8,1.6
Carburant,1.1,1.2
Réparation,96.2,95.6
Grande distribution et commerce organisé,11.8,12.7
Commerces indépendants,16.7,17.1
Détaillants (réseau propre ou non),2.7,2.7
Grossistes,12.5,14.5
Vente à des utilisateurs professionnels,34.7,34.3
Vente aux particuliers,7.8,6.6
Etranger,13.9,12
"Centrales d'achats, grossistes, France",34.3,33.6
"Producteurs, filiales de commercialisation, France",25.9,27
"Grossistes, centrales d'achats, producteurs, étranger",37.1,35.5
"Autres, France",2.7,3.8
Ensemble  ,100.0,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",38.0,55
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",83.0,106
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,197.0,293
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",26.0,22
Total de ces dépenses,344.0,477
"4531ZO4 - Vente, en gros, pour compte de tiers d'équipements automobiles",32.0,33.2
4531ZA1 - Vente en gros d'équipements et pièces détachées pour l'automobile,20.8,23.4
"4532ZO4 - Vente, au détail, pour compte de tiers de pièces détachées",11.5,9.4
"4532ZA1 - Pièces, accessoires et équipements automobiles (vente sans pose)",10.7,8.5
4532ZC1 - Vente au détail de pneumatiques (avec ou sans montage),5.3,N
Total de ces produits,80.3,74.4
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
