Header,2016,2017
Nombre total d'entreprises,12349,12151
Chiffre d'affaires hors taxes (en millions d'euros),13200,10629
Marge commerciale (en millions d'euros),3036,2472
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,23847,20797
Part des entreprises ayant au moins une marque propre,N,N
Taux de marge commerciale,24.7,25.7
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,14.4,9.1
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,5.4,4.6
Taux d'Investissement : Investissements / Valeur Ajoutée ,12.7,7.9
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,41.7,120.4
Vente en gros,90.7,88.3
"Vente au détail, hors carburant",3.8,4.9
Fabrication,3.5,3.9
Services,1.6,2.4
Carburant,0.1,0.2
Réparation,0.2,0.3
Grande distribution et commerce organisé,15.1,12.9
Commerces indépendants,15.5,10.7
Détaillants (réseau propre ou non),12.9,15.7
Grossistes,4.2,6.6
Vente à des utilisateurs professionnels,32.3,32
Vente aux particuliers,5.7,7.8
Etranger,14.3,14.2
"Centrales d'achats, grossistes, France",34,N
"Producteurs, filiales de commercialisation, France",35.7,39.4
"Grossistes, centrales d'achats, producteurs, étranger",26,N
"Autres, France",4.4,2.9
Ensemble  ,100,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",70,58
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",79,41
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,254,225
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",24,17
Total de ces dépenses,427,341
"4690ZO1 - Commerce de gros non spécialisé, alimentaire ou non (vente de lots)",58.9,55.6
Total de ces produits,58.9,55.6
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
