Header,2016,2017
Nombre total d'entreprises,4844.0,4762.0
Chiffre d'affaires hors taxes (en millions d'euros),52123.0,48072.0
Marge commerciale (en millions d'euros),5502.0,5491.0
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,41545.0,42018.0
Part des entreprises ayant au moins une marque propre,22.6,21.6
Taux de marge commerciale,11.3,12.3
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,28.0,23.7
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,4.9,3.9
Taux d'Investissement : Investissements / Valeur Ajoutée ,29.4,23.0
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,81.1,89.2
Vente en gros,92.0,91.2
"Vente au détail, hors carburant",2.2,2.5
Fabrication,3.7,4.2
Services,2.1,2.1
Carburant,0.0,0.0
Réparation,0.0,0.0
Grande distribution et commerce organisé,6.0,4.0
Commerces indépendants,3.0,4.1
Détaillants (réseau propre ou non),14.3,15.1
Grossistes,9.2,10.0
Vente à des utilisateurs professionnels,48.0,47.9
Vente aux particuliers,2.4,2.8
Etranger,17.0,16.2
"Centrales d'achats, grossistes, France",19.1,19.5
"Producteurs, filiales de commercialisation, France",62.6,63.6
"Grossistes, centrales d'achats, producteurs, étranger",10.5,11.0
"Autres, France",7.8,5.9
Ensemble  ,100.0,100.0
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",141.0,153.0
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",50.0,47.0
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,627.0,588.0
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",55.0,46.0
Total de ces dépenses,872.0,834.0
"4621ZO1 - Céréales, tabac non manufacturé, semences et aliments pour le bétail",39.3,35.3
"4623ZO1 - Animaux vivants (mammifère, oiseau, reptile, etc.)",20.0,23.6
4675ZO1 - Produits chimiques hors matière plastique et caoutchouc,9.9,9.6
4621ZA1 - Céréales (grains),6.2,6.2
Total de ces produits,75.3,74.6
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
