Header,2016,2017
Nombre total d'entreprises,65716,65714
Chiffre d'affaires hors taxes (en millions d'euros),23409.2,24618.9
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,93990,96080
Valeur ajoutée hors taxes (en millions d'euros),16935.9,17842.3
Excédent Brut d'Exploitation (en millions d'euros),7473.8,7789.4
Frais de personnel (en millions d'euros),8853,9406.2
Investissements corporels bruts hors apports (en millions d'euros),187.5,213.1
Entreprises,11442.9,10106.5
Administrations,1574,1500.4
Particuliers,10392.3,13012
Clientèle nationale,21371.8,22148.8
Clientèle étrangère,2037.4,2470.1
     dont Union européenne,1072.6,1437.3
     dont Hors Union européenne,964.8,1032.8
Sous-traitance : études et prestations de services incorporées à la production,10.6,10.6
"Sous-traitance : matériel, équipements et travaux incorporés à la production",0.6,0.5
6910Z - Activités juridiques,23070.8,24248.4
