Header,2016,2017
Nombre total d'entreprises,2332,2281
Chiffre d'affaires hors taxes (en millions d'euros),2114.5,1973
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,11623,11512
Valeur ajoutée hors taxes (en millions d'euros),1125.3,1013.1
Excédent Brut d'Exploitation (en millions d'euros),131.7,135.9
Frais de personnel (en millions d'euros),939.4,846.4
Investissements corporels bruts hors apports (en millions d'euros),33.1,43
Entreprises,1965.9,1864
Administrations,111.5,71.1
Particuliers,37.1,37.9
Clientèle nationale,1673.1,1427.3
Clientèle étrangère,441.4,545.7
     dont Union européenne,217,314.2
     dont Hors Union européenne,224.4,231.5
Sous-traitance : études et prestations de services incorporées à la production,31.7,21.4
"Sous-traitance : matériel, équipements et travaux incorporés à la production",1.8,3.5
7320Z - Études de marché et sondages,1750.5,1726.3
