Header,2016,2017
Nombre total d'entreprises,1320,1267
Chiffre d'affaires hors taxes (en millions d'euros),2720,2623.8
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,29042,31232
Valeur ajoutée hors taxes (en millions d'euros),1220.2,1296.9
Excédent Brut d'Exploitation (en millions d'euros),146.4,89.1
Frais de personnel (en millions d'euros),1038.9,1174.3
Investissements corporels bruts hors apports (en millions d'euros),65.1,85.1
Entreprises,2625.6,2374.4
Administrations,19.3,90.8
Particuliers,75.1,158.6
Clientèle nationale,2442.1,2164.4
Clientèle étrangère,277.9,459.4
     dont Union européenne,189.8,323.6
     dont Hors Union européenne,88.1,135.8
Sous-traitance : études et prestations de services incorporées à la production,15.9,16.1
"Sous-traitance : matériel, équipements et travaux incorporés à la production",4.7,0.7
8220Z - Activités de centres d'appels,2223.5,2147.8
