Header,2016,2017
Nombre total d'entreprises,1693,1782
Chiffre d'affaires hors taxes (en millions d'euros),2663.4,2164.7
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,18342,14736
Valeur ajoutée hors taxes (en millions d'euros),1243.4,969.2
Excédent Brut d'Exploitation (en millions d'euros),233.6,141.5
Frais de personnel (en millions d'euros),969.5,793.3
Investissements corporels bruts hors apports (en millions d'euros),99,136
Entreprises,1818.8,1477.3
Administrations,414.6,261.4
Particuliers,430.1,426
Clientèle nationale,2489.1,1983.5
Clientèle étrangère,174.4,181.2
     dont Union européenne,144.5,141.7
     dont Hors Union européenne,29.9,39.5
Sous-traitance : études et prestations de services incorporées à la production,N,N
"Sous-traitance : matériel, équipements et travaux incorporés à la production",N,N
8020Z - Activités liées aux systèmes de sécurité,1651.7,1195.6
4669A - Commerce de gros (commerce interentreprises) de matériel électrique,175.7,344.1
8010Z - Activités de sécurité privée,159.3,45.5
4674A - Commerce de gros (commerce interentreprises) de quincaillerie,177.3,34.1
