Header,2016,2017
Nombre total d'entreprises,26940,26244
Chiffre d'affaires hors taxes (en millions d'euros),1919.5,1885.7
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,10879,12205
Valeur ajoutée hors taxes (en millions d'euros),740.2,746.2
Excédent Brut d'Exploitation (en millions d'euros),195.8,230
Frais de personnel (en millions d'euros),511.4,485.8
Investissements corporels bruts hors apports (en millions d'euros),124.4,113
Entreprises,734.6,628.7
Administrations,65.4,83
Particuliers,1119.5,1174
Clientèle nationale,1769.4,1784.7
Clientèle étrangère,150.2,101
     dont Union européenne,67.2,36.5
     dont Hors Union européenne,83,64.5
Sous-traitance : études et prestations de services incorporées à la production,N,11.1
"Sous-traitance : matériel, équipements et travaux incorporés à la production",N,4.4
9529Z - Réparation d'autres biens personnels et domestiques,453.7,461
9522Z - Réparation d'appareils électrom. et d'équip. maison et jardin,198.4,263.3
9521Z - Réparation de produits électroniques grand public,215.7,192.8
4754Z - Commerce de détail d'appareils électroménagers en magasin spécialisé,104.8,172
9523Z - Réparation de chaussures et d'articles en cuir,163.6,146.3
9524Z - Réparation de meubles et d'équipements du foyer,155.5,145.7
