Header,2016,2017
Nombre total d'entreprises,5039,4911
Chiffre d'affaires hors taxes (en millions d'euros),1904.8,2223.2
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,44619,35004
Valeur ajoutée hors taxes (en millions d'euros),1557.5,1822.2
Excédent Brut d'Exploitation (en millions d'euros),-3.2,40.4
Frais de personnel (en millions d'euros),1548.4,1791.8
Investissements corporels bruts hors apports (en millions d'euros),S,S
Entreprises,1729.3,1927.3
Administrations,8.7,55.1
Particuliers,166.8,240.8
Clientèle nationale,1645.8,2057.1
Clientèle étrangère,259.1,166.1
     dont Union européenne,226.6,153.2
     dont Hors Union européenne,32.4,12.9
Sous-traitance : études et prestations de services incorporées à la production,2.1,2.2
"Sous-traitance : matériel, équipements et travaux incorporés à la production",0.4,0.2
7830Z - Autre mise à disposition de ressources humaines,1759.8,2056.8
