Header,2016,2017
Nombre total d'entreprises,72325,73637
Chiffre d'affaires hors taxes (en millions d'euros),66233.7,73408.9
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,335648,365502
Valeur ajoutée hors taxes (en millions d'euros),35305,38938.7
Excédent Brut d'Exploitation (en millions d'euros),6890.1,7797
Frais de personnel (en millions d'euros),26907.3,29622.1
Investissements corporels bruts hors apports (en millions d'euros),3757.8,4184
Entreprises,58335.4,61959
Administrations,3531.2,5947.6
Particuliers,4367.2,5502.3
Clientèle nationale,56898.6,63460.8
Clientèle étrangère,9335.1,9948.1
     dont Union européenne,6142.2,6245.7
     dont Hors Union européenne,3192.9,3702.4
Sous-traitance : études et prestations de services incorporées à la production,15.3,20.3
"Sous-traitance : matériel, équipements et travaux incorporés à la production",5.2,6.7
"Achats de matériel et installations compris dans vos facturations ""clés en main""",1757.6,1355.6
Achats ou location d'espaces en vue de transactions (y compris placement de petites annonces),38.4,31.3
Dépenses de promotion,10.9,10.5
Achats de matériels et de prestations de services techniques - Achats ou locations d'accessoires,0,4.7
Achats de produits alimentaires (y compris boissons et plats cuisinés),2.7,4
Total de toutes les dépenses professionnelles,1818.1,1414.3
SO= Sans objet ; NR = Non renseigné.,,
6202A - Conseil en systèmes et logiciels informatiques,25600.4,29601.6
6201Z - Programmation informatique,8257.2,9481.9
6203Z - Gestion d'installations informatiques,5171.4,6137.5
6202B - Tierce maintenance de systèmes et d'applications informatiques,4176.2,3509.2
