Header,2016,2017
Nombre total d'entreprises,175286,154244
Chiffre d'affaires hors taxes (en millions d'euros),51676.9,54261.2
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,103854,107687
Valeur ajoutée hors taxes (en millions d'euros),30982.9,32430.2
Excédent Brut d'Exploitation (en millions d'euros),20227.6,21348.4
Frais de personnel (en millions d'euros),5723.4,5876.4
Investissements corporels bruts hors apports (en millions d'euros),31480.4,35603.6
Entreprises,14399.5,15469.9
Administrations,1540.1,1535.9
Particuliers,35737.3,37255.4
Clientèle nationale,50315.4,52745.9
Clientèle étrangère,1361.6,1515.3
     dont Union européenne,782.6,737.3
     dont Hors Union européenne,579,777.9
Sous-traitance : études et prestations de services incorporées à la production,1.5,1.3
"Sous-traitance : matériel, équipements et travaux incorporés à la production",1,1.4
6820A - Location de logements,27509.7,27950.7
6820B - Location de terrains et d'autres biens immobiliers,19166.6,20452.5
