Header,2020,2021
Nombre total d'entreprises,7241,7061
Chiffre d'affaires hors taxes (en millions d'euros),3593.425,3665.505
Marge commerciale (en millions d'euros),808.26,869.64
Nombre de magasins,7286,6368
Surface totale de vente (en m²),863421,494624
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,11758.5,12917.7
Part du chiffre d'affaires provenant des ventes par Internet,3.7,3.8
Taux de marge commerciale,28.7,30.2
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,29.4,31.6
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,21.4,25.7
Taux d'Investissement : Investissements / Valeur Ajoutée ,6.6,8.6
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,317.8,290.3
Vente en gros,4.4,3.7
"Vente au détail, hors carburant",74.1,74.8
Fabrication,1,0.8
Services,20.5,20.7
Carburant,0,0
Commerce et réparation d’automobiles et de motocycles,0,0
Vente à des centrales d’achats,N,N
Vente à des grossistes,N,N
Vente à des détaillants,N,N
"Total de la vente à des revendeurs (centrales d’achats, grossistes, union de coopératives, détaillants…)",0.8,0.5
"Vente à d’autres utilisateurs professionnels (producteurs, industriels, artisans, agriculteurs, administrations, collectivités…)",23,17.5
Vente aux particuliers,75.9,81.2
Etranger,0.3,0.7
120 m² ou moins,82.3,86.4
De 120 m² à 400 m²,12,12.5
De 400 m² à 2500 m²,5.7,1.1
2500 m² ou plus,0.1,0
"Centrales d'achats, grossistes, France",41,50.8
"Producteurs, filiales de commercialisation, France",12,22.9
"Grossistes, centrales d'achats, producteurs, étranger",40.1,23.5
"Autres, France",6.9,2.7
Ensemble  ,100,100
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",15.442,14.691
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,14.294,10.31
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",7.257,14.121
Total de ces dépenses,36.993,39.123
"4741ZA1 - Micro-informatique (dont logiciels, CDROM, etc.)",35.7,33.3
4741ZB1 - Jeux vidéo,11.9,14.6
"4743ZO1 - Produits bruns (téléviseurs, radios, chaînes hi-fi, etc.)",7.7,11.6
"4741ZO1 - Ordinateurs, unités périphériques et logiciels (dont consoles et jeux vidéo)",N,9.5
6820B96 - Services internes au groupe - Location d’autres biens immobiliers,6.4,7.7
"4742ZO1 - Matériels de télécommunication (téléphones, téléphones portables, répondeurs, fax, etc.)",8.1,7.2
"4741Z00 - Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels, yc. consoles et jeux vidéo (vente aux particuliers)",6.1,N
Total de ces produits,76,84
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
