Header,2018,2019
Nombre total d'entreprises,5665,5640
Chiffre d'affaires hors taxes (en millions d'euros),52916.713,53610.956
Marge commerciale (en millions d'euros),8808.881,7650.678
Nombre de magasins,800,2064
Surface totale de vente (en m²),88475,148818
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,49774,51620.1
Part des entreprises ayant au moins une marque propre,21.5,15
Part du chiffre d'affaires provenant des ventes par Internet,N,N
Taux de marge commerciale,18.5,15.8
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,10.7,7.8
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,5.6,3.8
Taux d'Investissement : Investissements / Valeur Ajoutée ,6.4,7.3
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,580.1,23.9
Vente en gros,89.7,90
"Vente au détail, hors carburant",0.5,0.6
Fabrication,3.9,3
Services,6,6.4
Carburant,0,0
Réparation,0,0
Grande distribution et commerce organisé,21.2,10.8
Commerces indépendants,9.6,9.4
Détaillants (réseau propre ou non),5.9,4.6
Grossistes,8.1,10.3
Vente à des utilisateurs professionnels,29.7,33.8
Vente aux particuliers,0.7,0.9
Etranger,24.8,30.2
Moins de 20 m²,12,49
De 20 m² à 60 m²,31.6,15.3
De 60 m² à 120 m²,39.4,19.7
De 120 m² à 400 m²,12.9,11.1
De 400 m² à 2500 m²,3.7,4.9
De 2500 m² à 5000 m²,0.1,0
5000 m² ou plus,0.3,0
"Centrales d'achats, grossistes, France",13,10.7
"Producteurs, filiales de commercialisation, France",18.8,17.7
"Grossistes, centrales d'achats, producteurs, étranger",67.4,69.4
"Autres, France",0.8,2.3
Ensemble  ,100,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",438.047,313.797
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",939.158,620.691
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,435.579,304
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",121.741,161.364
Total de ces dépenses,1934.526,1399.852
"4651ZA1 - Ordinateurs, unités périphériques et logiciels (yc. consoles et jeux vidéo)",44.2,44.1
"4652ZO1 - Composants, équipements électroniques et télécommunication (yc Panneaux photovoltaïques)",13.5,13.9
4652ZE1 - Matériel de téléphonie,11.1,10.2
Total de ces produits,68.7,68.2
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
