Header,2018,2019
Nombre total d'entreprises,7167.0,7405
Chiffre d'affaires hors taxes (en millions d'euros),3728.742,2935.879
Marge commerciale (en millions d'euros),923.617,693.437
Nombre de magasins,4100.0,2618
Surface totale de vente (en m²),388731.0,199723
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,11000.3,9619.9
Part des entreprises ayant au moins une marque propre,6.9,1.6
Part du chiffre d'affaires provenant des ventes par Internet,0.6,3.7
Taux de marge commerciale,26.4,27.2
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,21.1,23.9
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,16.9,15.6
Taux d'Investissement : Investissements / Valeur Ajoutée ,11.0,7.4
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,104.8,-889.8
Vente en gros,5.4,3.7
"Vente au détail, hors carburant",88.3,83.1
Fabrication,0.8,0.5
Services,5.3,12.8
Carburant,0.0,0
Réparation,0.2,0
Grande distribution et commerce organisé,0.5,0.5
Commerces indépendants,0.7,2.3
Détaillants (réseau propre ou non),0.1,0.2
Grossistes,1.1,1.4
Vente à des utilisateurs professionnels,27.0,20.7
Vente aux particuliers,69.3,74.3
Etranger,1.3,0.5
Moins de 20 m²,12.4,15.7
De 20 m² à 60 m²,39.0,38
De 60 m² à 120 m²,33.6,34.3
De 120 m² à 400 m²,13.2,10.2
De 400 m² à 2500 m²,1.7,1.8
De 2500 m² à 5000 m²,0.0,0
5000 m² ou plus,0.2,0
"Centrales d'achats, grossistes, France",37.6,29.5
"Producteurs, filiales de commercialisation, France",24.5,26.8
"Grossistes, centrales d'achats, producteurs, étranger",29.0,41.5
"Autres, France",8.9,2.3
Ensemble  ,100.0,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",5.263,4.042
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",15.751,13.204
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,12.784,6.968
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",6.379,6.477
Total de ces dépenses,40.177,30.691
"4741ZA1 - Micro-informatique (dont logiciels, CDROM, etc.)",30.2,42
4741ZB1 - Jeux vidéo,18.0,15.2
"4742ZO1 - Matériels de télécommunication (téléphones, téléphones portables, répondeurs, fax, etc.)",11.1,11
"4743ZO1 - Produits bruns (téléviseurs, radios, chaînes hi-fi, etc.)",12.8,7.4
"4741ZO1 - Ordinateurs, unités périphériques et logiciels (dont consoles et jeux vidéo)",8.0,N
Total de ces produits,80.1,75.7
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
