Header,2018,2019
Nombre total d'entreprises,84729.0,88134.0
Chiffre d'affaires hors taxes (en millions d'euros),22013.429,24329.027
Marge commerciale (en millions d'euros),7781.392,7498.035
Nombre de magasins,1886.0,3106.0
Surface totale de vente (en m²),265758.0,325649.0
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,43751.2,47046.3
Part des entreprises ayant au moins une marque propre,7.4,4.9
Part du chiffre d'affaires provenant des ventes par Internet,52.7,55.1
Taux de marge commerciale,40.7,36.2
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,11.5,15.2
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,5.0,6.3
Taux d'Investissement : Investissements / Valeur Ajoutée ,18.0,21.7
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,28.5,38.4
Vente en gros,2.6,2.2
"Vente au détail, hors carburant",84.0,83.0
Fabrication,0.7,0.8
Services,12.4,13.9
Carburant,0.3,0.1
Réparation,0.0,0.0
Grande distribution et commerce organisé,1.1,2.2
Commerces indépendants,7.0,8.0
Détaillants (réseau propre ou non),0.4,0.5
Grossistes,6.6,6.5
Vente à des utilisateurs professionnels,9.2,6.2
Vente aux particuliers,69.3,69.2
Etranger,6.4,7.5
Moins de 20 m²,21.7,41.3
De 20 m² à 60 m²,31.4,18.5
De 60 m² à 120 m²,16.5,16.4
De 120 m² à 400 m²,26.1,21.2
De 400 m² à 2500 m²,3.9,2.5
De 2500 m² à 5000 m²,0.2,0.1
5000 m² ou plus,0.2,0.1
"Centrales d'achats, grossistes, France",22.3,23.5
"Producteurs, filiales de commercialisation, France",42.6,37.2
"Grossistes, centrales d'achats, producteurs, étranger",32.1,30.7
"Autres, France",3.1,8.6
Ensemble  ,100.0,100.0
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",356.83,277.164
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",473.381,548.571
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,1149.326,839.604
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",43.971,36.924
Total de ces dépenses,2023.507,1702.262
"4791BA2 - Activité de maisons de vente aux enchères spécialisées, sur Internet",15.7,16.1
"4791AA2 - Activité de maisons de vente aux enchères généralisées, sur Internet",26.7,11.8
"4771ZO1 - Habillement et accessoires (cravates, ceintures, gants, etc.)",5.1,5.8
Total de ces produits,47.5,33.8
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
